"","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday","open.days","Monday.hour","Tuesday.hour","Thursday.hour","Wednesday.hour","Friday.hour","Saturday.hour","Sunday.hour"
"1365","11:30-22:0","11:30-22:0","11:30-22:0","11:30-22:0","11:30-23:0","11:30-23:0","16:0-21:0",7,10.5,10.5,10.5,10.5,11.5,11.5,5
"1366","8:0-23:30","8:0-23:30","8:0-23:30","8:0-23:30","9:0-23:30","8:0-23:30","8:0-21:0",7,15.5,15.5,15.5,15.5,14.5,15.5,13
"1367","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:30","11:0-0:30","11:0-22:0",7,13,13,13,13,13.5,13.5,11
"1368","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:0","11:0-0:0",NA,6,12,12,12,12,13,13,NA
"1369","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","8:0-17:0",NA,6,11,11,11,11,11,9,NA
"1370","0:0-0:0","8:0-18:0","8:0-18:0","8:0-18:0","8:0-18:0","8:0-14:0",NA,6,0,10,10,10,10,6,NA
"1371","16:0-23:0","16:0-23:0","16:0-23:0","16:0-23:0","16:0-0:0","17:0-0:0",NA,6,7,7,7,7,8,7,NA
"1372",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1373","16:0-2:0","16:0-2:0","16:0-2:0","16:0-2:0","16:0-2:0","16:0-2:0","16:0-2:0",7,10,10,10,10,10,10,10
"1374",NA,"11:0-22:0","11:0-22:0","11:0-22:0","11:0-2:0","11:0-2:0","11:0-22:0",6,NA,11,11,11,15,15,11
"1375",NA,"16:0-2:0","16:0-2:0","16:0-2:0","16:0-2:30","10:0-2:30","10:0-15:0",6,NA,10,10,10,10.5,16.5,5
"1376",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1377","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-1:0","11:0-1:0","11:0-23:0",7,12,12,12,12,14,14,12
"1378","10:0-21:30","10:0-21:30","10:0-21:30","10:0-21:30","10:0-21:30","10:0-21:30","10:0-21:30",7,11.5,11.5,11.5,11.5,11.5,11.5,11.5
"1379","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0",7,14,14,14,14,14,14,14
"1380","0:0-0:0","11:30-22:0","11:30-22:0","11:30-22:0","16:0-23:0","11:30-23:0","11:30-20:0",7,0,10.5,10.5,10.5,7,11.5,8.5
"1381",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1382","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"1383","8:0-22:30","8:0-22:30","8:0-22:30","8:0-22:30","8:0-23:0","8:0-23:0","8:0-22:30",7,14.5,14.5,14.5,14.5,15,15,14.5
"1384","10:30-20:0","10:30-20:0","10:30-20:0","10:30-20:0","10:30-20:0",NA,NA,5,9.5,9.5,9.5,9.5,9.5,NA,NA
"1385","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0","17:0-23:0","17:0-23:0",NA,6,5,5,5,5,6,6,NA
"1386",NA,"12:0-21:0","12:0-21:0","12:0-21:0","12:0-23:0","12:0-23:0","12:0-18:0",6,NA,9,9,9,11,11,6
"1387",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1388",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1389","11:0-19:0","11:0-19:0","11:0-19:0","11:0-19:0","11:0-19:0","11:0-19:0",NA,6,8,8,8,8,8,8,NA
"1390",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1391","16:0-0:0","16:0-0:0","16:0-0:0","16:0-0:0","16:0-1:0","16:0-1:0","16:0-0:0",7,8,8,8,8,9,9,8
"1392","16:0-23:0","16:0-23:0","16:0-23:0","16:0-23:0","16:0-0:0","16:0-0:0",NA,6,7,7,7,7,8,8,NA
"1393",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1394","0:0-0:0","11:0-22:0","11:0-22:0","11:0-0:0","11:0-2:0","11:0-2:0","11:0-22:0",7,0,11,13,11,15,15,11
"1395","0:0-0:0","11:0-21:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","11:0-0:0",7,0,10,13,13,14,14,13
"1396","0:0-0:0","16:0-0:0","16:0-0:0","16:0-2:0","16:0-2:0","18:0-2:0",NA,6,0,8,10,8,10,8,NA
"1397","13:0-2:30","13:0-2:30","13:0-2:30","13:0-2:30","13:0-2:30","13:0-2:30","12:0-0:0",7,13.5,13.5,13.5,13.5,13.5,13.5,12
"1398",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1399","11:30-1:30","11:30-1:30","11:30-1:30","11:30-1:30","11:30-2:0","11:30-2:0","12:0-1:30",7,14,14,14,14,14.5,14.5,13.5
"1400","0:0-0:0","10:0-19:0","10:0-19:0","10:0-19:0","10:0-19:0","9:0-15:0",NA,6,0,9,9,9,9,6,NA
"1401",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1402",NA,NA,"11:0-23:0","11:0-23:0","11:0-0:0","11:0-0:0","11:0-20:0",5,NA,NA,12,12,13,13,9
"1403","9:0-18:0","9:0-18:0",NA,"9:0-18:0","9:0-18:0","8:0-17:0","10:0-16:0",6,9,9,9,NA,9,9,6
"1404","12:0-21:0","12:0-21:0","12:0-21:0","12:0-21:0","12:0-21:0","12:0-21:0","12:0-21:0",7,9,9,9,9,9,9,9
"1405","11:0-22:0","11:0-22:0","11:0-22:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-21:0",7,11,11,13,11,13,13,10
"1406","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","14:0-21:0",7,15,15,15,15,15,15,7
"1407","11:30-21:30","11:30-21:30","11:30-21:30","11:30-21:30","11:30-21:30",NA,"12:0-19:0",6,10,10,10,10,10,NA,7
"1408","16:0-0:0","16:0-2:0","16:0-2:0","16:0-2:0","16:0-2:0","11:0-2:0","11:0-2:0",7,8,10,10,10,10,15,15
"1409",NA,"11:0-21:30","11:0-21:30","11:0-21:30","11:0-21:30","11:0-21:30","12:0-21:0",6,NA,10.5,10.5,10.5,10.5,10.5,9
"1410",NA,"11:0-19:0","11:0-19:0","11:0-19:0","11:0-19:0","10:0-18:0",NA,5,NA,8,8,8,8,8,NA
"1411","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0",7,5,5,5,5,5,5,5
"1412","11:0-15:0","11:0-15:0","11:0-15:0","11:0-15:0","17:0-21:0","16:0-21:0",NA,6,4,4,4,4,4,5,NA
"1413","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:0","11:0-0:0","11:0-21:0",7,12,12,12,12,13,13,10
"1414","0:0-0:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-18:0","11:0-16:0",7,0,11,11,11,11,9,5
"1415","12:0-21:0",NA,"12:0-21:0","12:0-21:0","12:0-21:0","12:0-21:0","12:0-18:0",6,9,NA,9,9,9,9,6
"1416","10:0-2:0","10:0-2:0","10:0-2:0","10:0-2:0","10:0-2:0","10:0-2:0","11:0-2:0",7,16,16,16,16,16,16,15
"1417","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",7,0,0,0,0,0,0,0
"1418","0:0-0:0","10:30-21:0","10:30-21:0","10:30-21:0","10:30-21:30","11:0-21:30",NA,6,0,10.5,10.5,10.5,11,10.5,NA
"1419","0:0-0:0","9:0-22:0","9:0-22:0","9:0-22:0","9:0-22:0","9:0-22:0","9:0-22:0",7,0,13,13,13,13,13,13
"1420","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:0","11:0-2:0",NA,6,13,13,13,13,15,15,NA
"1421","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","12:0-21:30",7,11,11,11,11,12,12,9.5
"1422","0:0-0:0","20:0-2:30","15:0-20:0","15:0-0:0","15:0-0:0","11:0-0:0","11:0-22:0",7,0,6.5,9,5,9,13,11
"1423","16:0-22:0","16:0-22:0","16:0-22:0","16:0-22:0","15:0-23:0","11:30-23:0","11:30-21:30",7,6,6,6,6,8,11.5,10
"1424","16:30-20:0","16:0-20:30","16:30-21:15","16:0-20:30","16:30-18:15","16:30-18:15","15:15-18:15",7,3.5,4.5,4.5,4.75,1.75,1.75,3
"1425","12:0-1:30","12:0-1:30","12:0-1:30","12:0-1:30","12:0-2:0","12:0-2:0","12:0-1:30",7,13.5,13.5,13.5,13.5,14,14,13.5
"1426",NA,"11:0-20:0","10:0-19:0","11:0-20:0","10:0-18:0","8:0-17:0",NA,5,NA,9,9,9,8,9,NA
"1427","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:0","11:0-2:0","11:0-22:0",7,13,13,13,13,15,15,11
"1428","15:30-21:0","11:30-21:0","11:30-23:0","11:30-23:0","11:30-0:0","15:30-0:0",NA,6,5.5,9.5,11.5,11.5,12.5,8.5,NA
"1429",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1430","16:30-22:0","16:30-22:0","16:30-22:0","16:30-22:0","11:30-23:0","11:30-23:0",NA,6,5.5,5.5,5.5,5.5,11.5,11.5,NA
"1431","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30",7,15.5,15.5,15.5,15.5,15.5,15.5,15.5
"1432","11:30-22:0","11:30-22:0","11:30-22:0","11:30-22:0","11:30-23:0","11:30-23:0","16:0-21:0",7,10.5,10.5,10.5,10.5,11.5,11.5,5
"1433","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","10:0-22:0",7,11,11,11,11,11,11,12
"1434","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:30","11:0-2:30","11:0-22:0",7,13,13,13,13,15.5,15.5,11
"1435","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:30-2:0","10:30-2:0",7,15,15,15,15,15,14.5,15.5
"1436","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0",7,11,11,11,11,12,12,11
"1437","7:0-1:0","7:0-1:0","7:0-1:0","7:0-1:0","7:0-1:0","7:0-1:0",NA,6,18,18,18,18,18,18,NA
"1438","0:0-0:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-18:0","10:0-16:0",7,0,11,11,11,11,9,6
"1439",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1440",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1441","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","8:0-18:0","8:0-18:0",NA,6,9,9,9,9,10,10,NA
"1442","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","9:0-2:30",7,15.5,15.5,15.5,15.5,15.5,15.5,17.5
"1443","17:0-22:0","17:0-22:0","17:0-22:0","17:0-23:0","17:0-0:0","17:0-0:0",NA,6,5,5,6,5,7,7,NA
"1444",NA,"17:0-21:0","17:0-21:0","17:0-21:0","11:0-22:0","11:0-22:0","10:0-20:0",6,NA,4,4,4,11,11,10
"1445",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1446",NA,NA,"16:0-2:30","16:0-2:30","16:0-2:30","16:0-2:30",NA,4,NA,NA,10.5,10.5,10.5,10.5,NA
"1447",NA,"11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","10:0-22:0","11:0-15:0",6,NA,10,10,10,11,12,4
"1448","14:0-22:0","14:0-22:0","14:0-22:0","14:0-22:0","12:0-22:30","12:0-22:30","12:0-22:30",7,8,8,8,8,10.5,10.5,10.5
"1449","12:0-21:0","12:0-21:0","12:0-21:0","12:0-21:0","12:0-21:0","12:0-21:0","12:0-19:0",7,9,9,9,9,9,9,7
"1450","17:0-2:0","17:0-2:0","17:0-2:0","17:0-2:0","17:0-2:0","17:0-2:0","17:0-2:0",7,9,9,9,9,9,9,9
"1451",NA,NA,"19:0-1:0","19:0-1:0","19:0-2:0","19:0-2:0",NA,4,NA,NA,6,6,7,7,NA
"1452","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:0","11:0-0:0","11:0-23:0",7,12,12,12,12,13,13,12
"1453","8:0-17:30","8:0-19:0","8:0-17:30","8:0-19:0","8:0-17:30","7:0-16:30","9:0-17:0",7,9.5,11,11,9.5,9.5,9.5,8
"1454",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1455",NA,"11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","15:0-0:0",NA,5,NA,10,10,10,10,9,NA
"1456",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1457","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30",7,15.5,15.5,15.5,15.5,15.5,15.5,15.5
"1458",NA,NA,"11:30-21:0","11:30-21:0","11:30-21:0","11:30-21:0","10:0-15:0",5,NA,NA,9.5,9.5,9.5,9.5,5
"1459","6:0-20:0","6:0-20:0","6:0-20:0","6:0-20:0","6:0-20:0","6:0-20:0","6:0-20:0",7,14,14,14,14,14,14,14
"1460","0:0-0:0","11:30-22:0","11:30-22:0","11:30-22:0","11:30-23:0","11:30-23:0","11:30-22:0",7,0,10.5,10.5,10.5,11.5,11.5,10.5
"1461","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0",7,18,18,18,18,18,18,18
"1462","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:30","11:0-22:30","11:0-21:0",7,11,11,11,11,11.5,11.5,10
"1463","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","11:0-18:0",7,11,11,11,11,11,11,7
"1464",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1465","10:0-18:0","10:0-18:0","10:0-18:0","10:0-18:0","10:0-18:0","10:0-18:0","10:0-18:0",7,8,8,8,8,8,8,8
"1466","11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:30","11:0-0:30","11:0-0:30","16:0-22:30",7,12,12,13.5,12,13.5,13.5,6.5
"1467","0:0-0:0","16:0-22:0","12:0-21:0","16:0-22:0","12:0-23:0","12:0-0:0","12:0-22:0",7,0,6,6,9,11,12,10
"1468",NA,"16:0-0:0","16:0-0:0","16:0-0:0","16:0-1:0","16:0-1:0","10:0-15:0",6,NA,8,8,8,9,9,5
"1469",NA,"13:0-22:0","13:0-22:0","13:0-22:0","11:0-22:0","11:0-22:0",NA,5,NA,9,9,9,11,11,NA
"1470","0:0-0:0","16:0-0:0","16:0-0:0","16:0-1:0","11:0-1:0","9:30-1:0","9:30-14:30",7,0,8,9,8,14,15.5,5
"1471","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0",7,10,10,10,10,10,10,10
"1472","17:0-23:0",NA,"17:0-0:0","17:0-0:0","17:0-2:0","17:0-2:0","17:0-23:0",6,6,NA,7,7,9,9,6
"1473","11:30-22:0","11:30-22:0","11:30-22:0","11:30-22:0","11:30-23:0","11:30-23:0","11:30-20:0",7,10.5,10.5,10.5,10.5,11.5,11.5,8.5
"1474",NA,NA,NA,"19:0-2:0","19:0-4:0","19:0-4:0",NA,3,NA,NA,7,NA,9,9,NA
"1475",NA,"15:0-1:0","15:0-1:0","15:0-1:0","15:0-2:30","12:0-2:30","12:0-1:0",6,NA,10,10,10,11.5,14.5,13
"1476",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1477","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-21:0",7,10,10,11,11,11,11,10
"1478","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","10:0-23:0","10:0-22:0",7,12,12,12,12,12,13,12
"1479",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1480","11:0-1:0","11:0-1:0","11:0-1:0","11:0-2:30","11:0-2:30","11:0-2:30","12:0-0:0",7,14,14,15.5,14,15.5,15.5,12
"1481","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:0","11:0-0:0","11:0-22:0",7,12,12,12,12,13,13,11
"1482",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1483","0:0-0:0","7:0-17:0","7:0-17:0","7:0-17:0","7:0-17:0","9:0-15:0",NA,6,0,10,10,10,10,6,NA
"1484","15:0-2:0","15:0-2:0","15:0-2:0","15:0-2:0","15:0-2:0","15:0-2:0","15:0-2:0",7,11,11,11,11,11,11,11
"1485","0:0-0:0","7:0-14:0","7:0-14:0","7:0-14:0","7:0-14:0",NA,NA,5,0,7,7,7,7,NA,NA
"1486","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","10:0-22:0","10:0-21:0",7,10,10,10,10,11,12,11
"1487","7:0-20:0","7:0-20:0","7:0-20:0","7:0-20:0","7:0-20:0","8:0-20:0","10:0-20:0",7,13,13,13,13,13,12,10
"1488","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-1:0","11:0-1:0","11:0-23:0",7,12,12,12,12,14,14,12
"1489","10:30-20:0","10:30-20:0","10:30-20:0","10:30-21:0","10:30-21:0","10:30-21:0","17:0-21:0",7,9.5,9.5,10.5,9.5,10.5,10.5,4
"1490",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1491",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1492",NA,NA,"12:0-22:30","12:0-22:30","12:0-22:30","13:0-22:30","13:0-22:30",5,NA,NA,10.5,10.5,10.5,9.5,9.5
"1493",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1494","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"1495","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0",7,14,14,14,14,14,14,14
"1496","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-23:0","11:0-23:0",NA,6,10,10,10,10,12,12,NA
"1497","16:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0",NA,6,9,14,14,14,14,14,NA
"1498","11:0-22:0","11:0-22:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-22:0",7,11,11,13,13,13,13,11
"1499","16:30-23:0","16:30-23:0","16:30-2:0","16:30-2:0","16:30-2:0","16:30-2:0","15:0-19:0",7,6.5,6.5,9.5,9.5,9.5,9.5,4
"1500",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1501","0:0-0:0","14:0-19:0","16:0-22:0","16:0-22:0","14:0-0:0","12:0-0:0","12:0-20:0",7,0,5,6,6,10,12,8
"1502",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1503",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1504",NA,"17:0-2:0","17:0-2:0","17:0-2:0","17:0-2:0","17:0-2:0","12:0-0:0",6,NA,9,9,9,9,9,12
"1505","11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0","17:0-22:0","10:0-15:0",7,10,10,11,10,11,5,5
"1506","0:0-0:0","11:0-21:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","11:0-0:0",7,0,10,13,13,14,14,13
"1507","16:30-21:30","16:30-21:30","16:30-21:30","16:30-21:30","16:30-1:0","12:0-1:0","10:0-21:0",7,5,5,5,5,8.5,13,11
"1508",NA,"12:0-21:0","12:0-21:0","12:0-21:0","12:0-21:0","13:0-22:0","13:0-21:0",6,NA,9,9,9,9,9,8
"1509","11:0-19:0","11:0-19:0","11:0-19:0","11:0-19:0","11:0-19:0","9:0-15:0",NA,6,8,8,8,8,8,6,NA
"1510",NA,"9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0",NA,5,NA,11,11,11,11,11,NA
"1511",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1512","0:0-0:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","16:0-21:0","9:0-18:0",7,0,10,10,10,10,5,9
"1513",NA,"16:0-22:0","16:0-22:0","16:0-22:0","16:0-23:0","16:0-23:0",NA,5,NA,6,6,6,7,7,NA
"1514","16:30-21:0","16:30-22:0","16:30-22:0","16:30-22:0","16:30-23:0","16:30-23:0",NA,6,4.5,5.5,5.5,5.5,6.5,6.5,NA
"1515","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-1:0",7,15.5,15.5,15.5,15.5,15.5,15.5,14
"1516","0:0-0:0","9:0-1:0","11:0-23:0","16:0-23:0","10:0-0:0","9:0-0:30","12:0-21:0",7,0,16,7,12,14,15.5,9
"1517","7:0-1:0","7:0-1:0","7:0-1:0","7:0-1:0","7:0-2:0","7:0-2:0","12:0-19:0",7,18,18,18,18,19,19,7
"1518","16:0-2:30","16:0-2:30","16:0-2:30","16:0-2:30","12:0-2:30","12:0-2:30","14:0-2:30",7,10.5,10.5,10.5,10.5,14.5,14.5,12.5
"1519","10:0-18:0","10:0-18:0","10:0-18:0","10:0-18:0","10:0-18:0","10:0-18:0","10:0-16:0",7,8,8,8,8,8,8,6
"1520","0:0-0:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-2:0","11:0-2:0","11:0-22:0",7,0,12,12,12,15,15,11
"1521","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"1522","15:0-2:0","15:0-2:0","15:0-2:0","15:0-2:0","12:0-2:0","12:0-2:0","13:0-2:0",7,11,11,11,11,14,14,13
"1523","0:0-0:0","11:0-16:0","11:0-16:0","11:0-16:0","11:0-20:0","11:0-20:0",NA,6,0,5,5,5,9,9,NA
"1524",NA,"17:0-2:0","17:0-2:0","17:0-2:0","17:0-2:0","17:0-2:0","17:0-2:0",6,NA,9,9,9,9,9,9
"1525","11:30-2:30","11:30-2:30","11:30-2:30","11:30-2:30","11:30-2:30","11:0-2:30","10:0-2:30",7,15,15,15,15,15,15.5,16.5
"1526","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-0:0",7,15,15,15,15,15,15,13
"1527","0:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:30","11:0-2:30","11:0-1:0",7,0,13,13,13,15.5,15.5,14
"1528","11:0-0:0","11:0-0:0","11:0-2:30","11:0-2:30","11:0-2:30","11:0-1:0","12:0-0:0",7,13,13,15.5,15.5,15.5,14,12
"1529","11:0-1:0","11:0-1:0","20:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0",7,14,14,14,5,14,14,14
"1530","17:0-22:0","17:0-22:0","17:0-22:0","11:0-20:0","17:0-23:0","17:0-23:0","16:0-21:0",7,5,5,9,5,6,6,5
"1531",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1532",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1533","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-21:0",7,11,11,11,11,12,12,10
"1534","0:0-0:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0","11:0-20:0",7,0,10,10,10,11,11,9
"1535","9:0-2:0","9:0-2:0","9:0-2:0","9:0-2:0","9:0-2:0","9:0-2:0","11:0-2:0",7,17,17,17,17,17,17,15
"1536",NA,"9:0-20:0","9:0-20:0","10:0-20:0","10:0-17:0","9:0-15:0",NA,5,NA,11,10,11,7,6,NA
"1537","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"1538","0:0-0:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0",NA,6,0,11,11,11,12,12,NA
"1539","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","11:0-21:0","11:0-21:0",7,11,11,11,11,11,10,10
"1540",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1541",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1542","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-21:0",7,11,11,11,11,12,12,10
"1543","11:0-21:30","11:0-21:30","11:0-21:30","11:0-21:30","11:0-23:0","11:0-23:0","11:0-22:0",7,10.5,10.5,10.5,10.5,12,12,11
"1544","19:0-0:0","17:0-0:0","17:0-0:0","17:0-0:0","17:0-1:0","16:0-1:0","13:0-17:0",7,5,7,7,7,8,9,4
"1545","15:0-2:30","15:0-2:30","15:0-2:30","15:0-2:30","15:0-2:30","15:0-2:30","12:30-2:30",7,11.5,11.5,11.5,11.5,11.5,11.5,14
"1546","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30",7,15.5,15.5,15.5,15.5,15.5,15.5,15.5
"1547","0:0-0:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-0:0","11:0-0:0","11:0-21:0",7,0,11,11,11,13,13,10
"1548","11:30-23:0","11:30-23:0","11:30-23:0","11:30-23:0","11:30-0:0","10:0-0:0","10:0-22:0",7,11.5,11.5,11.5,11.5,12.5,14,12
"1549",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"1550","10:0-23:0","10:0-23:0","10:0-23:0","10:0-23:0","10:0-23:0","10:0-23:0","10:0-23:0",7,13,13,13,13,13,13,13
"1551","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:0","11:0-0:0","11:0-22:0",7,12,12,12,12,13,13,11
"1552","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","12:0-23:0","12:0-20:0",7,11,11,11,11,12,11,8
"1553","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0",7,12,12,12,12,12,12,12
"1554","17:0-21:0","11:0-20:0","11:0-20:0","11:0-20:0","11:0-1:0","8:0-20:0","8:0-20:0",7,4,9,9,9,14,12,12
"1555","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0",7,10,10,10,10,10,10,10
"1556",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
